Species,Platform,Name,Assays,Casey's Y/N as of 2/8,Proc
saccharomyces cerevisiae,A-SMDB-804,SMD Saccharomyces cerevisiae Array yB8,20,,
saccharomyces cerevisiae,A-SMDB-204,SMD Saccharomyces cerevisiae Array YYN3,20,,
salmo salar,A-GEOD-10705,Agilent Salmon Immunity and Quality 44k custom array_SIQ3,20,,
salmonella enterica serovar typhimurium,A-SMDB-1157,SMD Salmonella enterica Array STM010710,20,,
salmonella enterica subsp. enterica serovar typhi,A-GEOD-13884,Salmonella enterica 17K STv7S_MMCC,20,,
schistosoma mansoni,A-GEOD-10875,Agilent-024207 Schistosoma mansoni 45K array (Feature Number version),20,,
shewanella oneidensis mr-1,A-GEOD-10101,Custom Febit Shewanella oneidensis MR-1 13.5K biochip,20,,
solanum lycopersicum,A-GEOD-13739,CGEP TOM1 Tomato 13.4k cDNA microarray,20,,
solanum tuberosum,A-AFFY-87,Affymetrix GeneChip Tomato Genome Array [Tomato],20,,
streptomyces sp. sirexaa-e,A-GEOD-14164,UW-Madison_GLBRC_Fox_Currie Streptomyces sp. SirexAA-E (ActE) 72k v 1.0,20,,
sus scrofa,A-MEXP-2348,S. Cagnin Sus scrofa miRNA RAKE-GE microarray,20,,
sus scrofa,A-MEXP-2351,S. Cagnin Combimatrix pig gene expression microarrays (272 cols x 349 rows),20,,
sus scrofa,A-MEXP-693,CMR HsRefSet,20,,
sus scrofa domesticus,A-GEOD-19893,Agilent-037880/INRA Sus scrofa 60K v1 (enriched with immune system muscle and adipose tissue genes) [Probe names],20,,
theileria annulata,A-GEOD-20733,NimbleGen Theileria annulata and Bos taurus expression array [2006-10-17_AT_T_annulata],20,,
trichoderma reesei,A-GEOD-18385,"NimbleGen Trichoderma reesei Whole Genome array v 1.0 [Probe-level, 090708_Tres_MS_exp]",20,,
xylella fastidiosa,A-GEOD-9024,IQ-USP Xylella fastidiosa 9.2K v2.0.,20,,
zymomonas mobilis,A-GEOD-9192,Nimblegen/NCSU Zymomonas mobilis array,20,,
Multiple,A-AGIL-28,miRXploreTM microarrays (865),19,,
Multiple,A-MEXP-123,Whitehead_Institute_Arabidopsis_Rice_Fly_Worm_1.1k,19,,
Multiple,A-GEOD-15572,Rosetta/Merck Rat 4.0 A1 microarray,19,,
Multiple,A-GEOD-3562,Rosetta/Merck Rat 4.0 A1 microarray,19,,
Multiple,A-GEOD-11163,NIH Taqman Mouse MicroRNA Array,19,,
Multiple,A-GEOD-520,MWG Human 10k Array A,19,,
arabidopsis thaliana,A-GEOD-8812,JIC Arabidopsis thaliana 130K FCA FPA tiling,19,,
arabidopsis thaliana,A-GEOD-11051,Arabidopsis thaliana 34K NARC serie 8,19,,
arabidopsis thaliana,A-GEOD-10977,Affymetrix GeneChip Arabidopsis Genome [ATH1-121501],19,,
bacillus subtilis,A-GEOD-7146,TNO/Mic-B.subtilis-8.2k-v3,19,,
bos taurus,A-GEOD-16454,"UIUC Cattle 7,872-element cDNA - condensed version",19,,
bos taurus,A-GEOD-5455,Bovine oviduct and endometrium (BOE) cDNA array version 1,19,,
bos taurus,A-GEOD-7671,Bovine oviduct and endometrium (BOE) 1.7K cDNA array version 1.2,19,,
bos taurus,A-MEXP-1592,ARK-Genomics B. taurus BRK1 17K v1.0,19,,
caenorhabditis elegans,A-GEOD-5883,WUSTL Caenorhabditis elegans Whole Genome 23k Oligo Array,19,,
caenorhabditis elegans,A-MEXP-1681,Agilent-015061 C. elegans Oligo Microarray 4x44K G2519F (Probe Name version),19,,
campylobacter jejuni,A-BUGS-9,BuG@S C.jejuni 4352 CJv2_1_0,19,,
campylobacter jejuni subsp. jejuni nctc 11168,A-GEOD-532,MWG Campylobacter jejuni Array,19,,
chlorocebus aethiops,A-AFFY-145,Affymetrix GeneChip Rhesus Macaque Genome Array [Rhesus],19,,
clostridium acetobutylicum atcc 824,A-MEXP-1561,Goettingen_C. acetobutylicum,19,,
cucumis melo,A-MEXP-1675,Melogen_melo_v1,19,,
drosophila melanogaster,A-GEOD-13770,[Drosophila_2] Affymetrix Drosophila Genome 2.0 Array [CDF : Brainarray ENSEMBL Custom V12],19,,
drosophila melanogaster,A-AFFY-35,NimbleGen Drosophila Tiling 388k Array [2007-02-15_Dros_300bp_60mer],19,,
equus caballus,A-GEOD-17689,Agilent-026033 HORSE-GENOPOLE,19,,
escherichia coli,A-MEXP-1516,E.coli whole genome array,19,,
escherichia coli str. k-12 substr. w3110,A-AFFY-56,Affymetrix GeneChip E.coli Genome 2.0 Array [E_coli_2],19,,
homo sapiens,A-MEXP-1623,miRNA 662 oligos,19,,
homo sapiens,A-GEOD-10422,SWEGENE H_v2.1.1,19,,
homo sapiens,A-SMDB-146,SMD Homo sapiens Array SHW,19,,
homo sapiens,A-SMDB-414,SMD Homo sapiens Array SHW,19,,
homo sapiens,A-GEOD-14184,OSU-CCC Human and Mouse MicroRNA Microarray Version 4.0,19,,
homo sapiens,A-GEOD-3930,Nimblegen Human 5K promoter array 1,19,,
homo sapiens,A-GEOD-4704,Nimblegen Human 5K promoter array 1,19,,
homo sapiens,A-AGIL-11,Nimblegen Homo sapiens 135K 090527_HG18_WG_CGH_v3.1_HX12,19,,
homo sapiens,A-GEOD-7363,Nimblegen HG18 RefSeq promoter array,19,,
homo sapiens,A-GEOD-16898,MBPL human 30k P10,19,,
homo sapiens,A-AFFY-141,Illumina HumanCNV370-QuadV3 DNA Analysis BeadChip (HumanCNV370-QuadV3_C),19,,
homo sapiens,A-GEOD-8887,Illumina Human610-Quad v1.0 BeadChip,19,,
homo sapiens,A-AFFY-44,Illumina Human microRNA V1 BeadChip,19,,
homo sapiens,A-GEOD-6683,Duke MicroRNA microarray,19,,
homo sapiens,A-GEOD-9735,Ambion 14K miRChip V1,19,,
homo sapiens,A-GEOD-14552,Agilent-028679 SurePrint G3 Human Exon 4x180K Microarray (Probe Name Version),19,,
homo sapiens,A-AFFY-70,Agilent-019118 Human miRNA Microarray 2.0 G4470B (GeneView version),19,,
homo sapiens,A-MTAB-594,Affymetrix miRNA 4.1 Array Strip [miRNA-4_1],19,,
homo sapiens,A-GEOD-6791,"Affymetrix GeneChip Human Genome U133A 2.0 Array [CDF: Brainarray Version 10, Hs133Av2_Hs_ENTREZG]",19,,
mus musculus,A-GEOD-6428,University of Missouri Illumina mouseRef-8 23K,19,,
mus musculus,A-MEXP-883,TAGC_M._musculus_MicroGrid-II_9k_v3,19,,
mus musculus,A-MEXP-224,TAGC Mus musculus GMS417 5k v1,19,,
mus musculus,A-GEOD-16413,NimbleGen Mouse gene expression array [100718_MM9_EXP] (gene-level version),19,,
mus musculus,A-GEOD-8605,LC_miRMouse_10.0_070802-MA1002,19,,
mus musculus,A-MEXP-288,KI-MBB M. musculus GlomChip 55k,19,,
mus musculus,A-GEOD-13688,An oligonucleotide microarray for mouse imprinted genes profiling,19,,
mus musculus,A-GEOD-13912,Agilent-029152 Unrestricted Mouse miRNA v15.0 Microarray 028772 (miRBase release 15.0 miRNA ID version),19,,
mus musculus,A-GEOD-2876,Agilent-012799 Mouse Developmental Microarray 44K G2519A Option 002 (Feature Number version),19,,
mus musculus,A-GEOD-10333,Agilent Whole Mouse Genome Microarray 4x44K 014868 G4122F (annotation from 02.2007),19,,
mus spretus,A-MEXP-724,Agilent Whole Mouse Genome Microarray 4x44K 014868 G4122F (annotation from 02.2007),19,,
neisseria meningitidis,A-BUGS-45,BuG@S N.meningitidis 15744 NMGv2_2_0,19,,
papio anubis,A-GEOD-18756,Affymetrix HG-U133_PLUS_2[CDF: HGU133Plus2_Hs_ENTREZG_14.1.0],19,,
plasmodium falciparum 3d7,A-GEOD-9109,Operon_malaria_8K,19,,
pseudomonas putida,A-GEOD-8296,Affymetrix CustomExpress IncP-7 plasmid pCAR1 Tiling Array,19,,
rattus norvegicus,A-GEOD-19271,[RaGene-2_1-st] Affymetrix Rat Gene 2.1 ST Array [transcript (gene) version],19,,
rattus norvegicus,A-GEOD-15572,Rosetta/Merck Rat RSTA Custom Affymetrix 1.0 microarray,19,,
rhodobacter capsulatus,A-GEOD-18063,[TR_RCH2a520699F] Rhodobacter capsulatus,19,,
rhodobacter capsulatus,A-GEOD-9198,Rhodobacter capsulatus Affymetrix GeneChip RCAP_ex1a520469F,19,,
saccharomyces cerevisiae,A-SMDB-309,SMD Saccharomyces cerevisiae Array YYN3,19,,
saccharomyces cerevisiae,A-SMDB-400,SMD Saccharomyces cerevisiae Array YYN3,19,,
saccharomyces cerevisiae,A-GEOD-20060,"Agilent-016322 Yeast Gene expression 8x15K Array (gene symbol version, AMADID: 016322)",19,,
salmo salar,A-GEOD-6154,UKU_trout_1.8K_v1,19,,
streptococcus agalactiae,A-TIGR-26,TIGR A-TIGR-26,19,,
streptomyces coelicolor a3(2),A-MAXD-7,UMIST_S COELICOLOR_SC4_6884,19,,
sus scrofa,A-MTAB-556,"Agilent Sus Scrofa gene experssion microarray  (GridName056850, 164 cols x 384 rows)",19,,
synechococcus sp. wh 8102,A-GEOD-7448,JCVI Synechococcus sp. WH 8102 19K v1.0,19,,
thalassiosira pseudonana ccmp1335,A-GEOD-16806,Agilent-029854 T. pseudonana gene-specific microarray,19,,
thermotoga maritima msb8,A-GEOD-17235,Tmar_Design_v2,19,,
treponema denticola,A-JCVI-74,JCVI PFGRC Treponema denticola 13K v2 array primarily designed for strain ATCC_35405,19,,
zea mays,A-GEOD-4521,Maize SAM1.2 Array,19,,
Multiple,A-GEOD-10336,miRXplore TM Microarray (857),18,,
Multiple,A-GEOD-16452,miRXplore TM Microarray,18,,
Multiple,A-GEOD-6855,Whole genome Leishmania spp. 9k microarray v1.0,18,,
Multiple,A-GEOD-10778,Unknown!,18,,
Multiple,A-GEOD-17077,Unknown!,18,,
Multiple,A-GEOD-6741,University of Minnesota multi-species miRNA 480,18,,
Multiple,A-GEOD-7474,University of Idaho_Fortunato_homo-HHV5_2240,18,,
Multiple,A-GEOD-6869,UMNENT Anaplasma phagocytophilum Hz whole genome tiling array 256K,18,,
Multiple,A-GEOD-7011,UCSB/Hofmann_Spurp_44K_v1.0,18,,
Multiple,A-GEOD-8208,UCMerced_Mfav_v3,18,,
Multiple,A-GEOD-8215,UCMerced_Mfav_v3,18,,
Multiple,A-GEOD-10292,Topic-defined PIQORTM miRXplore Microarray,18,,
Multiple,A-GEOD-15710,Rodentia miRNA Array [MRA-1032_miRRodentia_17],18,,
Multiple,A-GEOD-14139,RIKEN_Cassava (Manihot esculenta)_44k v1.0,18,,
Multiple,A-GEOD-10151,Nimblegen Salmonella enterica 5.0k array v1.0,18,,
Multiple,A-GEOD-15339,NimbleGen B. Taurus and T. annulata 385K 080829_B_taurus_JK_EXP,18,,
Multiple,A-MEXP-724,Illumina HumanHT-12 v3.0 Expression BeadChip,18,,
Multiple,A-GEOD-4043,CSIRO cotton whole plant cDNA array,18,,
Multiple,A-GEOD-8793,CCDTM Homo sapiens 17.5k version 2.1,18,,
Multiple,A-GEOD-8794,CCDTM Homo sapiens 17.5k version 2.1,18,,
Multiple,A-GEOD-8878,Bifidobacterium breve UCC2003 Agilent 4x44k format,18,,
Multiple,A-MEXP-2177,Alfred-Wegener Institute Emiliania huxleyi custom Agilent oligo array (AWI_Ehux_2x105K) 528 rows x 199 cols,18,,
Multiple,A-GEOD-9020,Agilent-031554 Thellungiella salsuginea 4x44,18,,
Multiple,A-AFFY-103,Affymetrix GeneChip Mouse Expression Array MOE430A [MOE430A],18,,
Multiple,A-GEOD-8444,Affymetrix GeneChip Human HJAY Array 17K,18,,
Multiple,A-AFFY-33,Affymetrix GeneChip Human Genome U95Av2 [HG_U95Av2],18,,
Multiple,A-GEOD-11084,"Affymetrix GeneChip Human Genome U133 Plus 2.0 Array [CDF: Brainarray Version 12.1.0, hgu133plus2hsentrezg]",18,,
Multiple,A-AFFY-36,Affymetrix GeneChip Bovine Genome Array Bovine,18,,
Multiple,A-GEOD-6591,Affymetrix CustomExpress IncP-7 plasmid pCAR1 Tiling Array,18,,
acropora millepora,A-GEOD-8613,Acropora millepora_18KcDNA_v1.0,18,,
alexandrium tamarense,A-MEXP-2121,AWI_Alexandrium_4x44k_V2,18,,
alexandrium tamarense,A-MEXP-1877,AWI_Alexandrium_4x44k_V1,18,,
anopheles coluzzi,A-MEXP-2196,LSTM_An.gambiae_s.s._AGAM15K_V1.0,18,,
anopheles funestus,A-MEXP-863,LSTM An.gambiae detox chip 1.8k v3,18,,
apis mellifera,A-GEOD-15631,UIUC Honey bee oligo 13K v1,18,,
arabidopsis thaliana,A-MEXP-1777,aiw13-Cambridge,18,,
arabidopsis thaliana,A-MEXP-123,Whitehead_Institute_Arabidopsis_Rice_Fly_Worm_1.1k,18,,
arabidopsis thaliana,A-ATMX-4,Qiagen-Operon Arabidopsis V3.02.01,18,,
arabidopsis thaliana,A-GEOD-18735,NimbleGen Arabidopsis 12 x 135K array for TAIR10 genome release,18,,
arabidopsis thaliana,A-ATMX-6,Arizona v1-01-18-01,18,,
arabidopsis thaliana,A-MEXP-1477,Affymetrix GeneChip Arabidopsis Tiling 1.0F Array,18,,
arthroderma benhamiae,A-GEOD-6857,CHUV_CIG_Trichophyton rubrum_10K_V1,18,,
aspergillus niger,A-MEXP-848,Ram Aspergillus niger Affymetrix array annotation,18,,
aspergillus oryzae,A-GEOD-5975,DTU_3Aspergillus_45K_v1.0,18,,
aspergillus parasiticus,A-GEOD-2122,GAP_TIGR_I,18,,
bacillus subtilis,A-GEOD-8486,BaSysBio Bacillus subtilis T1 385K array version 1,18,,
bacillus subtilis subsp. subtilis str. 168,A-GEOD-8889,Bacillus subtilis bso8 spotted oligo platform,18,,
bacteroides thetaiotaomicron,A-GEOD-7006,bthetaa511044F,18,,
bemisia tabaci,A-GEOD-16291,Agilent-032260 Bemisia tabaci Oligo Microarray 15K G2545A (Probe Name version),18,,
bos taurus,A-GEOD-11434,"miRCURY LNA microRNA Array, 6th generation - hsa, mmu & rno",18,,
bos taurus,A-GEOD-8786,[miRNA-1_0] Affymetrix miRNA Array,18,,
bos taurus,A-GEOD-16696,080829_B_taurus_JK_EXP,18,,
botryotinia fuckeliana,A-GEOD-16519,NimbleGen_Botrytis_4plex [080425_Botrytis_4plex_expr],18,,
brassica napus,A-MEXP-294,UA_A.thaliana_genome_27K_v1,18,,
brassica napus,A-MEXP-1548,Brassica_90k_Combimatrix_v1.1,18,,
brucella melitensis,A-GEOD-8156,Brucella melitensis 9.7K,18,,
bubalus bubalis,A-MEXP-2360,Agilent Bovine (Bos taurus) 4x44k custom array,18,,
caenorhabditis elegans,A-SMDB-378,SMD Caenorhabditis elegans Array CE_printG_H_I,18,,
candida albicans,A-MEXP-2142,"Candida albicans Agilent expression array (AMADID026869), 96 cols x164 rows",18,,
candida albicans sc5314,A-MEXP-2213,ClinEuroDiag C.albicans whole genome chip,18,,
cannabis sativa,A-MEXP-702,UA_hemp_A01_7K_v1,18,,
capra hircus,A-GEOD-6694,BOAC CattleOligo 13.2K + 8.7K 70-mer microarray v1,18,,
caulobacter vibrioides,A-GEOD-10149,Stanford Affymetrix Caulobacter crescentus 16.6K CauloHi1,18,,
citrus aurantifolia,A-MEXP-257,CFGP-Citrus_V1,18,,
citrus limon,A-GEOD-5731,[Citrus] Affymetrix Citrus Genome Array,18,,
citrus x paradisi,A-GEOD-5731,[Citrus] Affymetrix Citrus Genome Array,18,,
coffea arabica,A-GEOD-10928,MGX_Coffee_microarray_15K,18,,
cryptococcus neoformans var. grubii h99,A-GEOD-18333,Cryptococcus_neoformans 3X20K,18,,
danio rerio,A-GEOD-6600,Zebrafish 12kb promoter 244K array_slide 2 of 2,18,,
danio rerio,A-GEOD-6601,Zebrafish 12kb promoter 244K array_slide 2 of 2,18,,
danio rerio,A-GEOD-20686,Agilent-069507 ArrayXS_Danio_rerio_V1 (Probe Name version),18,,
danio rerio,A-GEOD-18967,Agilent-031241 D. rerio 8x60k V3 Zebrafish 026437,18,,
danio rerio,A-GEOD-15799,Agilent-021643 GIS Zebrafish Array ver1.1_custom layout [PROBE NAME version],18,,
danio rerio,A-GEOD-15403,Agilent-020430 Danio rerio custom 8x15k miRNA [Feature Number version],18,,
delta proteobacterium naphs2,A-GEOD-5433,Strain NaphS2 antisense-detecting 12K oligo array set 1,18,,
delta proteobacterium naphs2,A-GEOD-5434,Strain NaphS2 antisense-detecting 12K oligo array set 1,18,,
drosophila melanogaster,A-FLYC-1,FlyChip D. melanogaster FC002 version 1,18,,
drosophila melanogaster,A-GEOD-7069,DGC r1.0 9k Drosophila custom microarray,18,,
drosophila melanogaster,A-MEXP-1527,Agilent Custom Array - Henry Drosophila Selection,18,,
drosophila melanogaster,A-GEOD-20,Affymetrix GeneChip Drosophila Genome [DrosGenome1],18,,
drosophila melanogaster,A-GEOD-6016,Affymetrix Drosophila Genome Tiling Array 1.0F (Dm35b_MF_v02),18,,
equus caballus,A-GEOD-18123,[EquGene-1_0-st] Equus caballus Gene 1.0 ST Array [transcript (gene) version],18,,
escherichia coli k12,A-AFFY-56,Affymetrix GeneChip E.coli Genome 2.0 Array [E_coli_2],18,,
escherichia coli k12,A-AFFY-56,Affymetrix GeneChip E.coli Antisense Genome Array [Ecoli_ASv2],18,,
escherichia coli str. k-12 substr. mg1655,A-AFFY-29,Affymetrix GeneChip E.coli Antisense Genome Array [Ecoli_ASv2],18,,
escherichia coli str. k-12 substr. mg1655,A-AFFY-56,Affymetrix GeneChip E.coli Antisense Genome Array [Ecoli_ASv2],18,,
euphausia superba,A-MEXP-2146,BAS Euphausia superba 7K,18,,
fusarium oxysporum,A-GEOD-15804,Agilent-036355 FsOx 44K v1.1,18,,
gallus gallus,A-MEXP-526,Chicken-IMAGE v3,18,,
gallus gallus,A-MEXP-1487,AVIELA,18,,
geobacter sulfurreducens,A-JCVI-5,JCVI Geobacter sulfurreducens cultivar PCA IAS GGS3,18,,
gerbera hybrid cultivar,A-MEXP-628,Helsinki-gerbera-9K-8,18,,
gibberella zeae,A-GEOD-11046,Fusarium graminearum 4x44k,18,,
glycine max,A-GEOD-18266,Agilent-023991 GT-PNU-Gmax-090519 (Probe Name version),18,,
glycine max,A-GEOD-15668,Agilent-016772 G. max (Soybean) Oligo Microarray 4x44K,18,,
gossypium barbadense,A-GEOD-6989,Udall global cotton16 EST assembly array,18,,
gossypium hirsutum,A-GEOD-6925,MSU_Cotton_3K_v1.0,18,,
heterobasidion irregulare,A-GEOD-13772,Heterobasidion annosum 12K whole genome expression array,18,,
heterodera glycines,A-AFFY-59,Affymetrix GeneChip Soybean Genome Array,18,,
homo sapiens,A-GEOD-14766,miRXplore TM Microarray version5.0 (according to miRBase 14.0),18,,
homo sapiens,A-GEOD-14877,miRCURY LNA microRNA Array (miRBASE 14.0; lot 31057),18,,
homo sapiens,A-GEOD-10567,[MHC_MAP1_univ] Custom Affymetrix MHC Tiling Array,18,,
homo sapiens,A-GEOD-10567,[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [transcript (gene) custom CDF: HuEx10stv2_Hs_VEGAG.cdf (v10)],18,,
homo sapiens,A-GEOD-10585,[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [transcript (gene) custom CDF: HuEx10stv2_Hs_VEGAG.cdf (v10)],18,,
homo sapiens,A-GEOD-10588,[HuEx-1_0-st] Affymetrix Human Exon 1.0 ST Array [transcript (gene) custom CDF: HuEx10stv2_Hs_VEGAG.cdf (v10)],18,,
homo sapiens,A-GEOD-20650,[HG-U219_Hs_ENTREZG_18] Affymetrix Human Genome U219 Array [CDF: Brainarray HGU219_Hs_ENTREZG_v18],18,,
homo sapiens,A-GEOD-10897,Viro5AGL-60k,18,,
homo sapiens,A-TIGR-14,"TIGR Homo sapiens COL-32k_48pen, v2.0, 32,448 Features",18,,
homo sapiens,A-SMDB-930,SMD Homo sapiens Array SHEI,18,,
homo sapiens,A-SMDB-674,SMD Homo sapiens Array SHEG,18,,
homo sapiens,A-SMDB-617,SMD Homo sapiens Array SHDS,18,,
homo sapiens,A-SMDB-1000,SMD Homo sapiens Array SHDQ,18,,
homo sapiens,A-SMDB-621,SMD Homo sapiens Array SHDQ,18,,
homo sapiens,A-SMDB-1094,SMD Homo sapiens Array SHDJ,18,,
homo sapiens,A-SMDB-799,SMD Homo sapiens Array SHDB,18,,
homo sapiens,A-SMDB-393,"SMD Homo sapiens Array SHBH, 45312 features",18,,
homo sapiens,A-SMDB-447,"SMD Homo sapiens Array SHBG, 45696 features",18,,
homo sapiens,A-SMDB-391,SMD Homo sapiens Array SHAW,18,,
homo sapiens,A-GEOD-19137,Phalanx Human OneArray [Annotation HOA6 release 1.0],18,,
homo sapiens,A-GEOD-9677,PGT- 30K Human Array v1,18,,
homo sapiens,A-GEOD-10048,Operon Homo sapiens 34K (updated),18,,
homo sapiens,A-GEOD-17842,NimbleGen Human LncRNA 12x135K Array V1.0 [110505_CB_Seq50more_human_expr],18,,
homo sapiens,A-GEOD-16231,Nanostring nCounter Human microRNA Expression Platform,18,,
homo sapiens,A-GEOD-4790,NMC Human 35k oligo array v2.1,18,,
homo sapiens,A-AFFY-44,NIA/NIH Human Focused Immune Array 4600,18,,
homo sapiens,A-GEOD-9557,Miltenyi PIQOR(TM) Human antisense Ubiquitin-PS Microarray,18,,
homo sapiens,A-GEOD-13372,LC_MRA-1001_miRHuman_10.0_070802,18,,
homo sapiens,A-GEOD-7372,LC Sciences_miRNA_Human_v9(1).1,18,,
homo sapiens,A-MEXP-245,KTH H.Sapiens 46k cDNAv1,18,,
homo sapiens,A-GEOD-17077,Illumina HumanHT-12 V4.0 expression beadchip,18,,
homo sapiens,A-GEOD-6014,HumanRef-8 v2 Expression BeadChip ( 2 ),18,,
homo sapiens,A-GEOD-8957,Human oligo array from MWG cancerochips_v2009 [condensed array features],18,,
homo sapiens,A-GEOD-11048,FDA/CBER-human-16K-OMAD v1.0 & OMAD v1.1,18,,
homo sapiens,A-GEOD-18117,Exiqon Human miRCURY LNA Array (version 11.0) [miRBase 17],18,,
homo sapiens,A-MEXP-270,CEA human cDNA array version AQR,18,,
homo sapiens,A-MEXP-218,Breakthrough Human cDNA 20K,18,,
homo sapiens,A-MEXP-259,Breakthrough Human cDNA 20K,18,,
homo sapiens,A-CBIL-4,AstraZeneca Homo sapiens Endo3a nylon array,18,,
homo sapiens,A-GEOD-6458,Agilent_human_1A_22k,18,,
homo sapiens,A-GEOD-19612,Agilent-062918 OE Human lncRNA Microarray V4.0 028004 [Probe Name version],18,,
homo sapiens,A-GEOD-18180,Agilent-045142 Human LncRNA v4 4X180K [Probe Name Version],18,,
homo sapiens,A-GEOD-17725,Agilent-031945 human_miRNA_v14 [miRBase release 16.0 miRNA ID version],18,,
homo sapiens,A-AFFY-141,Agilent-027811 SurePrint G3 Human Promoter Microarray 1x1M [Probe Name Version],18,,
homo sapiens,A-GEOD-16166,Agilent-026851 Helicobacter pylori [Entrez Gene ID version],18,,
homo sapiens,A-GEOD-10152,Agilent-022060 SurePrint G3 Human CGH Microarray 4x180K (Feature Number version),18,,
homo sapiens,A-GEOD-10152,Agilent-021924 SurePrint G3 Human CGH Microarray 8x60K (Feature Number version),18,,
homo sapiens,A-AFFY-44,Agilent-012700 Human Genome CGH Microarray 44A G4410A_beta (Feature Number version),18,,
homo sapiens,A-GEOD-10332,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F (85 cols x 532 rows),18,,
homo sapiens,A-GEOD-17077,Agilent Whole Human Genome Microarray 4x44K 014850 G4112F (85 cols x 532 rows),18,,
homo sapiens,A-MEXP-1680,Agilent Human Genome CGH Microarray 244A 014693,18,,
homo sapiens,A-AFFY-44,Agilent Human 1A Microarray 011521 G4110A (2004 annotation),18,,
homo sapiens,A-AFFY-141,Affymetrix GeneChip Human Mapping 50K Array Xba 240 [Mapping50K_Xba240],18,,
homo sapiens,A-AFFY-34,Affymetrix GeneChip Human Genome U95Av2 [HG_U95Av2],18,,
homo sapiens,A-AFFY-70,Affymetrix GeneChip Human Genome U133 Plus 2.0 [HG-U133_Plus_2],18,,
homo sapiens,A-GEOD-11338,Affymetrix GeneChip Human Genome U133 Plus 2.0 [HG-U133_Plus_2],18,,
homo sapiens,A-GEOD-16043,Affymetrix GeneChip Human Genome U133 Plus 2.0 [HG-U133_Plus_2],18,,
homo sapiens,A-GEOD-6879,Affymetrix GeneChip Human Genome U133 Plus 2.0 Array [HGU133Plus2_Hs_ENSG (v11.0.1) CDF],18,,
homo sapiens,A-AFFY-61,Affymetrix GeneChip ENCODE01 Forward Array,18,,
homo_sapiens,A-MEXP-2183,Agilent Human Gene Expression 4x44K v2 Microarray 026652 G4845A,18,,
hordeum vulgare,A-MEXP-2404,JHI Hordeum vulgare 44k v2,18,,
hypomesus transpacificus,A-GEOD-10818,UCDavis-Delta smelt-18240-V:1.0,18,,
kluyveromyces lactis,A-GEOD-11307,Agilent custom Kluyveromyces lactis 11K Array [G2509F],18,,
lactobacillus reuteri,A-GEOD-7541,RTSF Lactobacillus reuteri 2.3K v1.0,18,,
lactobacillus reuteri 100-23,A-GEOD-10986,Agilent-020127 Lactobacillus reuteri 100-23 Agilent 4x44k format,18,,
leishmania major,A-MEXP-1436,SMB Leishmania v2.0,18,,
listeria monocytogenes,A-GEOD-5854,JCVI PFGRC Listeria monocytogenes 21K v3 array designed primarily based on strain 4b F2365,18,,
lycopersicon esculentum,A-MEXP-1156,GBF S. lycopersicum Oligo Chips 12K v1,18,,
macaca fascicularis,A-GEOD-21213,[CynGene-1_0-st] Cynomolgus + Rhesus Gene 1.0 ST Array,18,,
macaca fascicularis,A-GEOD-10558,Illumina HumanHT-12 V4.0 expression beadchip,18,,
macropus eugenii,A-MEXP-871,Nicholas - M.eugenii - WF,18,,
medicago truncatula,A-GEOD-9757,"[stSmel_Mtra] SRL_SU Sinorhizobium meliloti/Medicago truncatula dual-genome SymbiosisChip, Affymetrix part number 510699",18,,
melampsora laricis-populina,A-GEOD-10350,INRA Melampsora larici-populina whole-genome expression array,18,,
microcebus murinus,A-AFFY-44,Affymetrix GeneChip Human Genome U133 Plus 2.0 [HG-U133_Plus_2],18,,
